"71","32","468.73","96"
"71","4","133.45","225"
"71","74","321.83","55"
"73","48","165.51","139"
"73","43","180.40","193"
"73","24","465.38","270"
"73","84","434.92","251"
"74","25","22.35","25"
"74","45","319.95","81"
"74","74","451.38","243"
"74","49","432.03","126"
"76","19","139.22","282"
"76","51","313.85","156"
"76","33","371.44","10"
"76","13","187.87","289"
"77","43","361.41","266"
"77","90","369.95","115"
"77","64","129.02","122"
"77","65","161.90","86"
"78","66","318.33","107"
"78","44","498.50","126"
"78","69","446.41","194"
"78","42","207.37","224"
"80","29","358.13","275"
"80","35","174.58","44"
"80","18","249.69","276"
"80","10","108.20","132"
"82","15","166.70","138"
"82","2","259.00","175"
"82","19","246.13","185"
"82","76","198.85","125"
"83","29","26.00","136"
"83","77","275.72","177"
"83","87","443.40","138"
"83","3","394.77","260"
"86","0","198.30","296"
"86","58","149.16","248"
"86","49","111.29","14"
"86","54","410.11","34"
"87","86","36.43","160"
"87","90","219.14","68"
"87","14","52.22","109"
"87","24","485.68","103"
"90","47","269.31","41"
"90","84","397.91","141"
"90","25","98.35","257"
"90","10","461.78","109"
"91","89","121.09","246"
"91","75","421.97","178"
"91","0","339.22","157"
"91","26","273.83","10"
"96","89","399.95","240"
"96","90","176.78","270"
"96","28","380.17","206"
"96","76","389.65","188"
"97","65","253.09","83"
"97","26","185.60","256"
"97","95","130.22","214"
"97","94","477.83","2"
"98","62","20.09","136"
"98","76","406.44","17"
"98","71","435.55","248"
"98","73","399.15","250"
"99","25","189.49","26"
"99","33","270.76","177"
"99","43","168.19","72"
"99","15","46.34","183"
"100","44","500.13","205"
"100","40","72.49","300"
"100","64","476.32","145"
"100","45","288.07","84"
"104","14","242.11","100"
"104","40","130.56","114"
"104","21","320.26","220"
"104","70","280.58","268"
"106","23","359.16","249"
"106","60","285.93","247"
"106","46","390.89","258"
"106","4","84.08","108"
"107","90","193.63","161"
"107","50","206.04","269"
"107","75","73.20","163"
"107","33","298.21","84"
"108","59","304.94","52"
"108","44","275.81","115"
"108","78","164.17","207"
"108","74","404.77","267"
"110","56","55.50","270"
"110","48","170.56","150"
"110","72","197.58","164"
"110","13","254.61","65"
"111","56","390.27","91"
"111","94","360.14","89"
"111","80","65.73","179"
"111","66","299.82","94"
"113","71","113.28","227"
"113","52","324.23","241"
"113","5","136.37","272"
"113","64","406.02","49"
"116","62","218.05","142"
"116","91","244.05","129"
"116","69","386.61","243"
"116","74","172.83","272"
"118","87","216.69","244"
"118","35","448.09","20"
"118","11","96.27","117"
"118","82","335.68","162"
"119","22","207.29","279"
"119","31","45.02","263"
"119","97","6.23","188"
"119","39","243.07","206"
"121","18","413.97","187"
"121","76","156.18","64"
"121","49","339.62","216"
"121","60","369.72","166"
"122","21","454.44","128"
"122","40","294.52","88"
"122","95","170.41","196"
"122","69","73.56","209"
"123","10","196.25","156"
"123","3","392.56","268"
"123","28","5.84","157"
"123","1","315.00","150"
"124","7","263.42","124"
"124","46","402.10","180"
"124","65","427.35","298"
"124","2","30.08","70"
"126","70","448.09","171"
"126","75","489.18","138"
"126","44","463.82","298"
"126","31","223.69","4"
"127","43","382.50","220"
"127","87","236.86","197"
"127","14","2.56","270"
"127","33","183.09","59"
"129","62","455.67","172"
"129","50","51.68","194"
"129","79","91.52","1"
"129","82","176.04","208"
"131","7","181.22","82"
"131","58","493.78","149"
"131","61","397.38","161"
"131","83","186.22","52"
"134","63","359.58","19"
"134","55","189.24","138"
"134","0","126.78","191"
"134","67","105.49","60"
"140","39","15.53","88"
"140","78","315.58","191"
"140","22","463.52","297"
"140","37","417.71","100"
"141","84","176.81","138"
"141","77","192.76","161"
"141","76","214.92","298"
"141","99","193.26","58"
"142","4","251.84","107"
"142","94","259.29","173"
"142","71","499.62","128"
"142","96","490.31","245"
"148","97","68.19","57"
"148","93","395.40","139"
"148","16","499.72","22"
"148","87","363.64","295"
"151","48","192.59","85"
"151","5","239.47","132"
"151","80","435.49","157"
"151","78","267.08","222"
"152","53","380.38","241"
"152","31","213.37","10"
"152","77","465.73","230"
"152","75","197.87","248"
"153","42","309.16","180"
"153","44","295.58","158"
"153","18","450.26","266"
"153","39","234.17","44"
"154","32","84.46","60"
"154","65","474.74","245"
"154","5","473.76","283"
"154","23","324.25","215"
"159","34","458.80","5"
"159","75","0.84","180"
"159","81","440.42","164"
"159","12","46.69","99"
"161","48","480.49","22"
"161","91","147.31","296"
"161","16","50.44","286"
"161","71","352.24","108"
"162","83","211.82","267"
"162","20","385.81","224"
"162","2","128.10","141"
"162","0","151.35","232"
"163","99","20.53","188"
"163","97","317.05","17"
"163","25","74.11","1"
"163","65","463.52","203"
"165","89","55.12","162"
"165","82","161.10","124"
"165","80","91.68","92"
"165","30","268.78","249"
"166","77","221.72","48"
"166","65","260.91","119"
"166","42","263.48","139"
"166","56","289.00","56"
"168","83","447.10","210"
"168","44","279.94","151"
"168","7","190.23","25"
"168","12","183.66","127"
"169","4","280.30","170"
"169","73","162.11","115"
"169","86","28.12","42"
"169","41","199.80","256"
"171","88","254.43","207"
"171","45","395.16","24"
"171","57","278.43","48"
"171","17","175.04","212"
"174","56","312.22","209"
"174","45","411.59","239"
"174","30","297.79","182"
"174","99","346.73","7"
"176","28","38.31","279"
"176","11","213.56","92"
"176","30","314.85","155"
"176","78","2.63","56"
"177","81","8.19","30"
"177","88","403.90","27"
"177","61","99.55","69"
"177","18","104.21","21"
"179","71","106.08","12"
"179","19","399.00","276"
"179","25","399.81","206"
"179","94","413.84","283"
"180","92","355.79","245"
"180","1","267.51","237"
"180","34","392.56","12"
"180","90","248.25","90"
"182","9","237.03","100"
"182","41","433.15","198"
"182","87","93.49","204"
"182","78","378.54","280"
"187","39","488.52","91"
"187","70","466.83","137"
"187","67","479.53","62"
"187","94","179.81","45"
"189","1","246.37","278"
"189","93","291.56","200"
"189","81","182.61","254"
"189","64","125.03","259"
"190","46","420.31","118"
"190","39","220.55","130"
"190","35","64.03","145"
"190","30","313.63","70"
"191","26","498.70","288"
"191","84","459.63","254"
"191","7","241.05","283"
"191","2","351.29","52"
"192","73","276.30","40"
"192","19","291.84","218"
"192","83","402.18","156"
"192","81","132.78","110"
"195","73","150.35","236"
"195","18","115.70","131"
"195","91","105.31","214"
"195","86","260.99","21"
"197","17","301.46","141"
"197","28","468.28","136"
"197","95","268.77","10"
"197","90","252.34","39"
"200","69","15.45","112"
"200","48","225.71","215"
"200","47","362.99","220"
"200","92","143.69","134"
"201","37","295.37","174"
"201","0","187.91","2"
"201","15","431.45","193"
"201","76","400.61","256"
"202","90","284.19","188"
"202","20","202.75","10"
"202","31","389.17","55"
"202","25","140.59","155"
"204","76","115.38","133"
"204","7","73.29","266"
"204","45","426.84","172"
"204","72","247.14","103"
"206","81","129.25","255"
"206","50","22.55","210"
"206","7","36.59","195"
"206","26","499.02","168"
"208","18","258.93","227"
"208","58","486.64","216"
"208","4","76.28","67"
"208","62","438.05","38"
"210","8","14.00","276"
"210","69","339.08","167"
"210","46","110.60","24"
"210","70","296.25","37"
"213","95","157.03","159"
"213","28","326.22","249"
"213","97","474.44","122"
"213","80","31.82","28"
"214","57","469.68","163"
"214","48","22.66","24"
"214","2","282.09","95"
"214","30","347.70","250"
"217","70","122.07","257"
"217","28","5.16","227"
"217","96","461.21","23"
"217","57","456.60","122"
"221","12","347.68","164"
"221","55","227.97","294"
"221","72","126.08","123"
"221","34","247.50","193"
"223","84","147.90","93"
"223","37","2.27","135"
"223","28","239.00","119"
"223","11","165.08","204"
"225","63","365.46","6"
"225","57","25.35","254"
"225","72","103.22","140"
"225","76","129.32","287"
"226","65","488.13","46"
"226","52","270.08","194"
"226","98","329.79","179"
"226","33","219.57","136"
"227","57","209.90","210"
"227","53","453.13","130"
"227","19","271.71","277"
"227","78","214.90","298"
"229","2","93.51","163"
"229","92","365.38","270"
"229","4","347.95","166"
"229","1","6.31","16"
"231","46","38.26","104"
"231","5","330.76","111"
"231","75","177.70","96"
"231","69","214.13","143"
"232","88","448.88","253"
"232","19","308.00","218"
"232","45","300.61","91"
"232","42","0.34","4"
"235","26","294.70","270"
"235","96","365.50","91"
"235","77","288.62","243"
"235","25","188.61","115"
"236","75","465.69","186"
"236","55","151.55","267"
"236","32","250.77","146"
"236","12","2.96","25"
"237","34","267.83","200"
"237","82","98.83","202"
"237","91","192.73","30"
"237","67","347.86","12"
"239","41","419.31","255"
"239","46","169.83","275"
"239","75","363.04","32"
"239","28","469.52","226"
"245","63","144.76","142"
"245","11","442.32","10"
"245","13","272.95","122"
"245","73","117.21","166"
"246","62","392.15","212"
"246","45","47.19","25"
"246","15","489.49","56"
"246","49","163.63","90"
"247","3","394.90","273"
"247","24","168.87","159"
"247","75","86.49","123"
"247","64","137.13","152"
"248","49","388.83","268"
"248","44","368.33","42"
"248","47","303.87","107"
"248","55","47.00","178"
"250","80","355.94","245"
"250","3","37.83","125"
"250","37","289.32","58"
"250","55","129.97","27"
"253","13","192.26","296"
"253","68","474.26","192"
"253","19","35.69","235"
"253","48","257.23","63"
"254","66","229.26","58"
"254","22","441.94","161"
"254","20","356.91","3"
"254","38","212.05","224"
"255","24","37.63","288"
"255","22","235.88","118"
"255","92","6.50","237"
"255","14","109.74","135"
"258","49","469.11","97"
"258","12","479.51","62"
"258","95","483.39","107"
"258","1","185.67","60"
"259","28","442.03","290"
"259","49","70.13","20"
"259","17","228.47","39"
"259","27","354.90","85"
"262","87","417.10","138"
"262","83","164.91","214"
"262","37","485.72","161"
"262","70","463.87","59"
"263","30","470.51","98"
"263","52","305.09","73"
"263","95","114.37","123"
"263","91","147.52","223"
"265","6","201.50","32"
"265","35","409.51","14"
"265","13","57.72","4"
"265","2","22.02","147"
"266","49","490.79","283"
"266","71","249.12","74"
"266","11","25.52","294"
"266","26","120.00","127"
"270","9","337.94","49"
"270","27","462.56","108"
"270","47","173.90","276"
"270","44","222.49","6"
"272","48","213.41","248"
"272","19","111.26","4"
"272","51","500.16","204"
"272","95","392.34","251"
"273","84","277.05","288"
"273","53","96.02","167"
"273","41","59.83","92"
"273","30","466.50","163"
"274","86","162.23","164"
"274","24","419.48","128"
"274","13","394.75","198"
"274","71","380.96","127"
"275","38","409.23","5"
"275","75","185.41","155"
"275","65","302.52","173"
"275","94","487.23","227"
"276","44","126.46","44"
"276","86","102.04","186"
"276","41","426.88","264"
"276","81","191.32","49"
"277","72","43.35","13"
"277","17","490.35","226"
"277","37","274.09","38"
"277","76","483.75","72"
"279","15","272.31","34"
"279","76","66.71","29"
"279","43","38.17","50"
"279","96","423.22","296"
"280","98","68.33","180"
"280","67","334.91","243"
"280","35","358.68","126"
"280","97","150.27","2"
"282","44","195.63","101"
"282","41","482.01","131"
"282","76","135.29","75"
"282","38","71.31","154"
"283","41","287.11","78"
"283","13","172.78","256"
"283","10","341.86","120"
"283","37","20.35","83"
"284","1","431.10","14"
"284","39","339.40","133"
"284","54","69.83","215"
"284","85","328.14","271"
"285","76","230.45","213"
"285","38","243.13","293"
"285","56","459.14","219"
"285","55","156.57","54"
"286","33","200.77","86"
"286","16","208.24","291"
"286","17","264.11","83"
"286","29","187.38","100"
"287","37","251.64","236"
"287","76","175.35","22"
"287","55","255.75","285"
"287","2","218.02","145"
"288","24","123.36","41"
"288","82","499.83","260"
"288","28","212.10","12"
"288","75","114.10","272"
"289","33","296.48","51"
"289","85","450.15","194"
"289","57","7.34","45"
"289","20","254.30","184"
"291","27","180.24","150"
"291","99","75.83","78"
"291","63","252.23","109"
"291","19","140.87","168"
"294","1","133.80","80"
"294","9","260.68","225"
"294","30","477.95","218"
"294","57","29.87","276"
"296","47","218.35","55"
"296","72","33.82","297"
"296","63","96.11","180"
"296","23","15.55","36"
"300","15","303.41","175"
"300","14","460.42","81"
"300","38","456.14","272"
"300","69","175.52","70"
"301","80","452.88","96"
"301","18","173.39","22"
"301","98","127.36","103"
"301","56","265.32","3"
"302","68","318.81","63"
"302","1","94.90","107"
"302","73","12.16","209"
"302","57","226.65","208"
"303","58","372.97","164"
"303","66","247.11","225"
"303","34","219.81","34"
"303","25","42.44","41"
"304","10","355.50","197"
"304","91","96.43","214"
"304","63","161.64","22"
"304","17","150.73","157"
"309","92","484.16","5"
"309","7","282.35","86"
"309","41","308.32","207"
"309","51","100.42","118"
"312","61","90.03","166"
"312","96","75.96","139"
"312","34","459.93","115"
"312","65","467.85","208"
"313","15","427.58","216"
"313","56","341.52","209"
"313","11","108.39","5"
"313","0","298.87","118"
"314","81","92.48","68"
"314","21","217.92","103"
"314","79","499.05","272"
"314","22","458.04","9"
"315","77","141.35","69"
"315","34","101.09","210"
"315","10","153.27","12"
"315","68","342.02","270"
"317","85","358.67","167"
"317","8","165.29","273"
"317","78","36.57","277"
"317","61","283.73","246"
"319","91","224.72","290"
"319","73","121.99","238"
"319","99","413.13","297"
"319","69","24.76","281"
"322","82","28.54","20"
"322","77","476.61","210"
"322","26","165.00","13"
"322","55","401.63","107"
"324","74","292.13","47"
"324","35","65.90","209"
"324","36","354.03","98"
"324","95","221.70","93"
"326","28","345.07","192"
"326","85","203.58","74"
"326","50","196.38","52"
"326","7","117.18","140"
"327","48","469.84","296"
"327","22","391.28","165"
"327","65","187.51","32"
"327","52","121.09","15"
"332","47","250.94","84"
"332","69","364.69","51"
"332","99","459.61","51"
"332","66","240.83","186"
"335","2","436.67","83"
"335","22","105.89","225"
"335","63","218.38","68"
"335","64","412.59","32"
"338","21","434.62","97"
"338","9","197.73","68"
"338","13","446.52","115"
"338","97","153.83","253"
"339","38","62.09","271"
"339","92","217.88","225"
"339","95","97.17","195"
"339","44","463.02","39"
"343","33","161.10","117"
"343","18","258.52","113"
"343","6","3.98","145"
"343","9","445.76","218"
"344","8","269.71","195"
"344","70","416.92","23"
"344","78","404.97","35"
"344","14","32.88","99"
"346","53","377.73","298"
"346","97","453.51","20"
"346","40","336.00","200"
"346","62","154.47","275"
"348","60","485.32","29"
"348","0","144.31","152"
"348","22","496.28","153"
"348","71","351.24","49"
"349","81","229.53","120"
"349","14","261.16","4"
"349","21","412.23","50"
"349","49","423.70","282"
"354","84","225.61","101"
"354","25","33.38","120"
"354","17","217.35","29"
"354","37","287.34","270"
"355","70","203.90","242"
"355","32","172.48","282"
"355","85","381.75","39"
"355","12","34.16","243"
"357","42","35.52","188"
"357","89","370.51","142"
"357","23","460.65","158"
"357","38","428.07","300"
"361","66","266.19","157"
"361","60","428.55","99"
"361","81","464.90","22"
"361","88","148.74","107"
"363","35","471.93","37"
"363","81","231.95","296"
"363","20","42.41","142"
"363","7","90.54","85"
"368","43","5.09","172"
"368","18","366.45","188"
"368","54","185.89","13"
"368","8","299.44","293"
"370","83","74.58","176"
"370","13","429.57","284"
"370","16","193.61","229"
"370","71","439.93","159"
"371","95","490.27","249"
"371","54","12.62","162"
"371","52","310.37","76"
"371","40","56.25","110"
"374","16","20.80","212"
"374","97","346.43","252"
"374","94","169.80","138"
"374","61","1.98","55"
"375","3","330.35","191"
"375","53","118.49","297"
"375","28","359.08","296"
"375","75","333.34","51"
"376","75","425.50","9"
"376","37","207.23","192"
"376","46","308.74","193"
"376","91","414.94","64"
"377","71","170.33","218"
"377","42","316.22","49"
"377","56","97.12","123"
"377","57","1.86","85"
"379","79","182.94","95"
"379","7","120.20","157"
"379","10","376.41","276"
"379","61","292.74","42"
"383","41","20.41","16"
"383","14","212.61","53"
"383","48","178.35","296"
"383","77","290.04","294"
"384","30","100.85","139"
"384","84","0.95","281"
"384","80","253.84","266"
"384","0","14.00","259"
"385","9","330.46","91"
"385","58","413.70","254"
"385","12","81.70","207"
"385","93","95.47","237"
"387","59","33.59","84"
"387","3","196.79","239"
"387","10","395.59","27"
"387","74","57.73","43"
"388","19","80.93","226"
"388","72","63.05","18"
"388","55","175.15","192"
"388","47","254.78","213"
"391","13","98.15","31"
"391","22","5.63","235"
"391","53","69.76","277"
"391","80","373.17","9"
"392","89","56.15","207"
"392","64","117.90","274"
"392","31","58.85","13"
"392","98","464.05","43"
"393","98","482.24","168"
"393","46","161.16","59"
"393","40","301.06","115"
"393","87","278.62","269"
"394","12","67.84","297"
"394","87","422.61","168"
"394","19","91.62","260"
"394","82","69.05","178"
"396","88","354.35","88"
"396","44","125.34","174"
"396","74","147.82","212"
"396","40","373.84","9"
"400","60","475.19","151"
"400","87","99.02","133"
"400","62","368.96","158"
"400","1","189.93","52"
"401","31","122.49","287"
"401","24","478.12","198"
"401","22","433.12","131"
"401","36","286.17","87"
"403","73","211.49","234"
"403","53","423.71","119"
"403","10","462.54","48"
"403","40","470.63","158"
"404","53","177.51","211"
"404","60","127.04","204"
"404","14","164.67","145"
"404","6","155.41","161"
"408","62","314.73","40"
"408","16","312.90","18"
"408","13","127.00","202"
"408","37","159.12","119"
"410","93","214.35","198"
"410","8","115.36","8"
"410","71","36.91","12"
"410","65","422.19","137"
"411","28","121.36","105"
"411","99","42.28","33"
"411","59","11.62","35"
"411","96","387.45","67"
"413","54","332.42","196"
"413","99","69.78","238"
"413","82","492.97","4"
"413","25","111.97","223"
"414","83","142.66","38"
"414","14","463.59","155"
"414","86","361.24","198"
"414","48","52.52","128"
"416","6","417.40","33"
"416","42","348.21","158"
"416","16","123.80","15"
"416","89","150.04","47"
"420","29","223.81","89"
"420","73","435.87","214"
"420","42","242.76","61"
"420","9","329.60","194"
"421","94","485.13","25"
"421","21","356.52","243"
"421","98","111.89","135"
"421","53","87.10","160"
"422","12","402.81","234"
"422","2","359.20","149"
"422","81","197.19","65"
"422","29","198.19","58"
"423","24","249.47","84"
"423","72","8.97","54"
"423","89","13.52","198"
"423","34","489.41","131"
"424","98","414.69","262"
"424","71","106.45","46"
"424","94","500.44","35"
"424","4","256.82","128"
"425","87","386.11","208"
"425","77","261.09","34"
"425","79","18.49","157"
"425","3","475.65","296"
"426","50","416.12","211"
"426","44","336.96","110"
"426","63","18.08","90"
"426","24","70.71","281"
"429","34","224.29","297"
"429","23","244.15","202"
"429","95","494.08","213"
"429","80","413.65","287"
"433","48","313.12","191"
"433","12","471.81","75"
"433","37","226.75","113"
"433","86","104.63","99"
"434","24","100.34","104"
"434","55","279.69","130"
"434","96","130.73","122"
"434","61","339.97","71"
"436","87","126.03","250"
"436","82","38.80","170"
"436","61","93.59","208"
"436","4","225.91","18"
"438","28","432.79","115"
"438","69","358.51","120"
"438","0","241.27","124"
"438","65","352.65","278"
"439","89","327.94","197"
"439","45","250.10","270"
"439","4","450.31","255"
"439","15","263.59","103"
"443","16","340.14","153"
"443","74","284.95","279"
"443","7","20.35","170"
"443","17","261.40","35"
"446","99","268.59","195"
"446","73","147.09","297"
"446","13","183.95","243"
"446","27","50.65","11"
"448","48","299.24","265"
"448","73","458.54","171"
"448","58","136.50","175"
"448","95","395.93","248"
"449","10","461.70","222"
"449","93","381.24","131"
"449","24","78.83","66"
"449","46","479.87","250"
"451","45","464.32","233"
"451","38","226.41","25"
"451","76","183.02","125"
"451","81","111.09","69"
"454","44","87.93","219"
"454","24","199.73","42"
"454","41","294.44","133"
"454","23","345.95","198"
"455","0","361.95","291"
"455","19","22.60","49"
"455","2","256.28","117"
"455","90","450.94","237"
"456","43","222.70","182"
"456","44","405.75","168"
"456","99","34.35","118"
"456","39","1.26","68"
"457","97","498.36","175"
"457","86","70.20","236"
"457","15","363.86","261"
"457","73","386.11","259"
"459","19","208.50","198"
"459","5","339.74","235"
"459","38","55.22","195"
"459","26","181.51","286"
"460","78","365.66","66"
"460","96","191.78","147"
"460","53","389.54","269"
"460","33","335.72","174"
"461","2","17.36","210"
"461","75","352.53","233"
"461","91","67.14","121"
"461","95","384.50","126"
"462","16","289.67","133"
"462","89","378.24","244"
"462","34","106.28","159"
"462","64","332.99","186"
"465","30","375.78","24"
"465","38","306.62","160"
"465","68","281.50","152"
"465","53","63.00","182"
"466","94","176.12","66"
"466","85","111.34","48"
"466","92","304.62","222"
"466","4","496.01","210"
"468","93","47.58","191"
"468","89","98.42","146"
"468","59","253.01","204"
"468","32","422.15","188"
"469","61","309.37","167"
"469","96","292.28","103"
"469","77","97.43","33"
"469","33","112.60","5"
"472","52","172.66","224"
"472","93","253.97","69"
"472","17","326.66","39"
"472","88","129.88","298"
"473","25","166.36","180"
"473","10","435.68","211"
"473","11","428.82","257"
"473","52","129.20","120"
"476","17","95.12","121"
"476","29","495.32","146"
"476","4","51.52","288"
"476","36","399.13","167"
"478","8","371.09","204"
"478","68","339.02","85"
"478","85","315.28","248"
"478","23","216.36","220"
"479","76","223.62","200"
"479","10","145.08","71"
"479","14","225.91","231"
"479","36","412.80","236"
"484","75","282.30","167"
"484","32","243.01","88"
"484","55","455.90","53"
"484","83","116.87","86"
"485","2","242.68","255"
"485","84","179.64","190"
"485","80","375.74","300"
"485","87","398.40","236"
"489","82","113.94","143"
"489","5","420.78","273"
"489","42","439.20","48"
"489","56","69.79","162"
"490","68","232.92","224"
"490","85","332.16","42"
"490","60","35.54","76"
"490","35","25.69","239"
"491","42","212.05","259"
"491","65","392.91","145"
"491","72","423.72","141"
"491","92","288.17","5"
"492","32","372.36","74"
"492","57","307.63","226"
"492","38","252.15","7"
"492","16","59.06","89"
"494","31","19.25","211"
"494","48","39.64","101"
"494","27","500.68","148"
"494","65","402.26","279"
"496","78","414.87","208"
"496","18","333.15","43"
"496","55","121.39","298"
"496","72","50.58","6"
"500","86","253.45","297"
"500","78","29.05","211"
"500","24","61.68","260"
"500","5","184.43","77"
"504","24","499.90","15"
"504","26","74.13","139"
"504","19","60.03","182"
"504","1","140.94","41"
"509","34","292.61","224"
"509","40","191.13","74"
"509","78","108.26","264"
"509","70","64.73","96"
"516","86","72.18","150"
"516","36","97.27","31"
"516","90","195.89","89"
"516","82","152.71","135"
"517","28","78.17","18"
"517","25","13.74","194"
"517","58","218.14","48"
"517","90","324.05","287"
"519","47","494.30","213"
"519","15","285.59","50"
"519","16","280.55","77"
"519","58","286.90","140"
"521","7","207.76","170"
"521","42","181.44","97"
"521","69","242.26","211"
"521","58","307.51","189"
"522","50","74.50","97"
"522","28","100.39","122"
"522","1","219.70","31"
"522","59","374.43","53"
"523","5","317.26","148"
"523","24","45.83","116"
"523","35","462.02","275"
"523","98","465.07","40"
"524","17","203.91","160"
"524","12","118.59","222"
"524","5","266.80","89"
"524","86","316.74","155"
"525","98","130.30","96"
"525","3","191.57","281"
"525","14","300.82","31"
"525","42","443.64","49"
"526","47","199.49","256"
"526","32","425.48","140"
"526","25","4.63","289"
"526","17","136.83","202"
"528","38","440.35","270"
"528","91","197.65","69"
"528","94","475.75","36"
"528","7","241.37","192"
"531","28","230.69","54"
"531","21","74.20","273"
"531","44","12.63","173"
"531","61","398.09","98"
"532","81","298.28","92"
"532","53","434.63","77"
"532","3","484.20","205"
"532","27","37.50","269"
"533","7","296.03","284"
"533","21","247.39","261"
"533","37","280.61","282"
"533","15","8.03","299"
"535","25","487.07","178"
"535","23","405.73","269"
"535","85","305.09","231"
"535","91","164.40","267"
"536","64","175.87","184"
"536","34","225.71","189"
"536","26","16.42","224"
"536","46","48.83","214"
"540","82","66.82","101"
"540","61","449.93","281"
"540","57","395.71","155"
"540","45","89.04","279"
"545","29","365.43","147"
"545","10","69.54","234"
"545","98","46.24","258"
"545","8","88.09","263"
"549","34","393.93","201"
"549","26","268.10","258"
"549","41","343.01","64"
"549","74","78.01","84"
"550","16","95.37","79"
"550","23","293.77","111"
"550","96","305.22","21"
"550","41","211.65","168"
"551","75","90.96","265"
"551","82","162.66","291"
"551","37","200.85","75"
"551","58","500.22","61"
"554","33","380.81","81"
"554","47","156.30","226"
"554","5","199.93","230"
"554","80","157.24","5"
"556","64","304.31","47"
"556","44","454.23","120"
"556","33","172.21","47"
"556","74","49.09","43"
"558","91","35.73","287"
"558","27","500.31","205"
"558","70","341.13","185"
"558","10","372.42","264"
"560","69","305.54","169"
"560","75","117.59","199"
"560","5","434.94","36"
"560","9","225.76","16"
"561","84","349.15","177"
"561","85","58.86","146"
"561","9","339.24","75"
"561","28","20.82","273"
"562","99","391.15","250"
"562","25","232.31","103"
"562","73","446.95","75"
"562","27","99.86","127"
"564","22","40.30","107"
"564","20","59.85","240"
"564","94","405.39","275"
"564","58","443.18","183"
"567","23","128.33","86"
"567","82","278.38","152"
