"55","825","73","166.12","7","1","1978-04-20 21:26:47"
"56","1213","62","450.32","17","0","2017-02-09 17:54:50"
"57","1888","83","97.87","1","0","1983-08-30 22:58:28"
"58","1475","64","213.35","6","1","2008-05-12 17:38:54"
"59","296","23","217.86","12","0","2014-04-10 19:51:22"
"60","707","16","410.49","9","1","2016-05-26 23:34:53"
"61","1631","24","192.28","13","0","2012-03-17 14:22:59"
"62","255","92","236.37","17","0","1993-01-13 11:40:48"
"63","438","69","465.33","8","1","2001-03-28 02:42:53"
"64","1224","57","169.74","20","1","1973-02-21 20:34:57"
"65","523","98","450.42","15","0","1998-09-16 04:12:09"
"66","583","61","284.61","20","1","1993-11-21 07:55:28"
"67","1541","3","445.20","19","1","1990-07-29 15:17:53"
"68","1256","80","59.03","11","1","2018-05-21 05:17:17"
"69","799","75","269.30","16","0","1986-06-13 15:56:58"
"70","785","28","322.69","9","1","1996-06-21 10:59:05"
"71","1678","58","108.90","18","0","1998-11-16 02:58:06"
"72","468","89","130.03","10","1","1997-11-02 15:06:53"
"73","668","80","51.67","13","1","2005-12-18 00:17:14"
"74","1805","35","171.73","15","1","2001-08-20 03:32:13"
"75","385","93","93.96","20","0","2008-01-02 05:46:45"
"76","1634","90","242.50","9","1","1974-08-03 20:28:53"
"77","195","18","105.74","9","1","1994-03-26 13:14:00"
"78","1132","62","26.94","10","0","1973-03-17 09:44:00"
"79","1071","16","190.51","7","1","1982-06-24 06:12:19"
"80","304","10","188.84","17","0","1990-06-15 10:43:31"
"81","237","91","82.57","1","1","2001-08-20 01:48:35"
"82","866","37","187.01","12","0","1995-10-12 06:49:26"
"83","394","82","290.37","9","1","2000-05-13 06:00:39"
"84","1440","89","24.62","1","1","2011-03-13 18:06:04"
"85","276","44","380.59","10","0","1990-12-31 20:43:42"
"86","348","60","28.03","14","1","1981-11-12 04:49:15"
"87","1372","30","238.95","18","0","1972-07-18 03:56:01"
"88","1435","99","310.84","16","0","1992-03-04 19:17:59"
"89","1292","1","32.80","11","0","1973-12-19 00:31:16"
"90","1160","57","396.97","20","1","1990-01-12 05:19:52"
"91","1347","50","47.97","17","0","2018-07-24 14:35:34"
"92","1942","85","123.74","1","1","1972-04-01 07:56:29"
"93","561","84","41.35","11","0","2011-03-25 02:18:38"
"94","76","13","301.14","14","1","2005-04-18 15:18:57"
"95","423","89","70.61","7","1","2020-03-01 21:48:55"
"96","1036","2","104.54","15","0","2002-12-09 22:56:45"
"97","1314","17","462.85","4","1","1996-07-16 05:32:59"
"98","1063","82","308.67","13","0","1983-04-23 20:45:17"
"99","556","74","49.32","5","0","2012-12-22 12:58:48"
"100","473","10","129.38","17","0","2005-05-02 20:57:22"
"101","1002","58","271.53","20","0","2008-06-30 05:16:48"
"102","446","99","231.91","8","0","2015-11-05 06:27:37"
"103","375","75","419.38","14","1","1987-06-26 01:56:01"
"104","918","6","79.36","19","1","2019-11-06 19:55:12"
"105","1671","34","22.43","20","0","1978-08-18 05:55:03"
"106","129","62","421.51","1","0","1995-07-08 05:24:01"
"107","1160","57","207.56","6","0","1982-01-20 19:26:50"
"108","957","33","363.03","15","1","2014-07-22 11:13:50"
"109","1900","58","404.30","12","0","2018-06-07 02:28:51"
"110","41","27","339.02","7","0","2021-05-21 01:46:59"
"111","165","80","326.05","20","0","2013-07-30 22:05:15"
"112","1724","66","103.32","1","1","1977-01-22 04:45:12"
"113","853","11","445.19","17","1","1979-12-12 22:49:24"
"114","1180","47","377.88","7","1","2018-05-07 09:09:31"
"115","693","84","82.04","5","1","1997-08-18 04:22:36"
"116","1065","67","172.94","7","0","2004-04-26 17:56:14"
"117","1609","34","307.21","1","1","1998-07-21 03:14:32"
"118","425","79","98.20","7","1","1983-01-22 03:21:09"
"119","1141","79","233.78","11","1","1973-04-14 19:25:16"
"120","1199","19","142.33","18","0","1977-04-11 12:42:52"
"121","991","94","296.58","6","0","1984-07-03 13:40:31"
"122","416","89","448.26","9","1","1990-10-20 18:01:33"
"123","429","34","21.90","14","1","1981-09-01 10:47:02"
"124","1180","88","104.01","9","0","2018-08-17 06:27:33"
"125","227","78","176.12","13","1","2009-06-22 17:49:46"
"126","627","81","112.97","12","1","1976-12-21 12:28:35"
"127","1141","26","482.57","16","1","1974-10-18 16:50:30"
"128","314","81","406.84","17","0","2001-10-07 17:23:50"
"129","1746","80","172.45","6","1","1995-07-31 01:52:56"
"130","247","75","63.28","18","1","1981-07-01 22:02:42"
"131","654","54","217.05","16","1","2011-06-02 17:01:04"
"132","1692","40","80.95","20","1","2008-08-20 09:56:22"
"133","1850","19","263.97","3","0","1982-01-13 16:04:23"
"134","874","78","413.68","12","1","1982-03-11 17:18:32"
"135","1345","63","271.75","8","0","2011-10-21 08:30:47"
"136","1641","1","110.87","11","1","1987-10-09 00:08:10"
"137","757","64","366.67","20","0","1970-06-24 16:41:15"
"138","880","4","116.07","1","0","1985-09-19 14:02:17"
"139","1729","26","300.15","15","0","1986-09-28 02:31:10"
"140","975","74","353.99","16","0","1973-02-24 00:31:45"
"141","1301","99","221.16","4","1","1976-09-17 05:45:15"
"142","1907","26","71.17","11","1","1983-05-02 22:12:32"
"143","1254","9","447.57","20","0","1975-09-25 23:19:08"
"144","1962","14","396.16","9","1","2008-05-19 14:30:27"
"145","1260","46","177.80","18","0","1980-12-11 12:56:15"
"146","403","40","431.25","19","0","1989-01-01 19:34:58"
"147","49","18","204.79","1","1","1985-04-14 14:37:11"
"148","159","75","342.58","12","0","2016-07-31 14:27:57"
"149","1514","43","322.68","20","1","1996-12-29 19:35:12"
"150","888","21","134.01","11","0","1986-02-20 17:33:32"
"151","968","23","182.97","10","0","1990-10-08 22:15:48"
"152","1719","12","151.59","5","0","2019-01-18 02:31:29"
"153","74","74","46.26","16","0","1971-08-18 19:14:22"
"154","1341","58","266.73","13","0","1982-07-25 12:30:21"
"155","806","50","400.72","17","0","2012-06-13 05:24:16"
"156","424","98","339.74","10","0","1988-02-14 12:02:20"
"157","625","90","187.31","3","0","2017-10-04 00:16:48"
"158","828","33","190.59","3","0","2006-08-08 21:39:37"
"159","877","46","278.43","13","0","2018-09-30 14:44:32"
"160","368","54","455.91","7","1","2002-06-09 00:05:51"
"161","1884","95","315.12","5","0","1973-11-13 10:43:21"
"162","1730","93","481.21","2","0","1991-05-12 22:12:19"
"163","1013","80","259.31","10","0","1995-08-12 03:39:40"
"164","1371","58","68.68","5","0","1972-05-15 11:46:55"
"165","959","48","137.59","12","0","1979-04-15 23:25:30"
"166","945","99","386.60","18","0","1981-03-13 18:22:38"
"167","970","88","98.54","18","0","1978-03-23 06:15:08"
"168","1525","6","499.31","3","1","2000-06-28 13:35:47"
"169","751","46","19.51","14","1","2003-05-26 20:41:57"
"170","823","49","477.07","5","1","2004-03-26 00:24:57"
"171","1771","81","425.15","11","1","1991-08-12 10:03:18"
"172","903","50","371.76","5","0","1993-09-27 07:57:37"
"173","755","15","263.81","10","1","1988-11-15 20:36:40"
"174","41","75","40.94","17","1","1995-04-11 18:13:43"
"175","163","65","376.53","7","1","1990-11-02 08:19:42"
"176","469","33","285.87","6","1","2015-06-01 04:03:16"
"177","121","60","358.61","11","0","1990-05-28 05:07:42"
"178","1415","20","313.24","6","1","1973-10-16 03:29:04"
"179","706","59","195.52","8","0","2020-09-30 10:53:06"
"180","715","69","233.25","17","1","2011-06-16 20:25:20"
"181","528","94","236.04","6","1","1988-12-25 19:18:16"
"182","724","69","226.36","12","0","1988-09-15 19:32:47"
"183","1786","18","301.07","14","0","1971-05-15 15:42:38"
"184","1986","72","306.04","1","1","2011-10-28 14:14:49"
"185","379","7","28.16","9","1","1995-08-26 15:00:30"
"186","1347","52","242.62","8","0","2014-05-02 23:25:53"
"187","1177","16","310.42","8","0","2009-02-12 22:31:57"
"188","1380","72","277.15","8","0","2002-10-28 03:12:58"
"189","258","49","366.60","3","0","1986-03-02 18:13:37"
"190","870","58","202.40","1","0","1993-12-30 22:49:31"
"191","1301","99","435.64","2","0","1990-05-18 19:29:57"
"192","1173","81","90.00","4","1","1993-07-03 08:30:21"
"193","1878","21","387.69","2","1","1981-03-01 05:48:04"
"194","1523","13","339.05","11","1","1985-02-28 15:59:20"
"195","1546","26","473.80","19","1","1976-12-07 18:04:08"
"196","693","52","144.15","7","1","1971-12-16 13:07:33"
"197","1277","49","109.32","14","1","1972-04-07 12:32:57"
"198","180","34","464.14","14","0","2021-02-06 08:12:55"
"199","1994","60","397.63","19","0","1985-06-24 10:33:53"
"200","59","29","60.16","20","1","2012-03-30 23:00:49"
"201","1283","50","65.85","7","0","1991-05-11 09:39:46"
"202","1301","31","488.86","2","1","1989-11-16 00:22:18"
"203","200","69","239.40","13","1","1998-01-25 20:13:20"
"204","801","45","348.46","8","0","1986-09-02 12:52:06"
"205","1544","20","391.63","3","1","1998-09-29 18:50:06"
"206","159","34","483.79","1","1","1998-04-18 07:48:13"
"207","1942","37","301.41","1","0","2000-10-18 03:01:43"
"208","1421","3","308.31","6","1","2007-06-14 04:29:06"
"209","204","72","193.45","16","0","1986-01-01 05:13:16"
"210","1736","80","351.33","16","0","1978-10-04 21:22:44"
"211","245","73","469.68","1","0","1978-09-21 04:27:27"
"212","561","84","486.00","9","1","2005-05-07 00:58:27"
"213","1777","98","216.67","14","1","1981-06-15 04:58:02"
"214","1222","92","127.14","12","0","1972-11-30 11:36:08"
"215","871","71","252.13","15","1","1998-04-02 14:41:29"
"216","1150","77","146.53","19","1","2014-01-21 13:22:36"
"217","1575","35","158.05","1","0","2001-04-14 05:31:35"
"218","721","54","293.30","11","1","2020-05-21 00:23:20"
"219","31","24","142.63","14","0","2021-06-04 22:11:10"
"220","808","97","74.16","5","0","2006-07-26 13:02:47"
"221","876","91","171.74","6","1","1972-06-30 13:53:34"
"222","832","50","157.41","18","1","2013-12-18 11:23:36"
"223","564","94","382.04","19","1","2000-02-03 04:46:36"
"224","985","69","2.76","3","0","1996-12-06 19:32:34"
"225","1408","35","129.22","3","0","2007-07-10 05:28:09"
"226","1438","32","479.20","19","1","1974-12-06 13:36:54"
"227","1227","97","318.19","13","1","2020-04-07 23:04:02"
"228","237","67","317.22","20","0","2016-05-30 09:21:07"
"229","1333","49","61.25","6","1","1978-10-13 18:13:46"
"230","774","93","286.36","10","1","1977-08-17 23:42:07"
"231","533","15","265.12","1","0","1973-04-30 19:06:40"
"232","1666","36","68.48","17","1","2007-05-14 03:58:25"
"233","926","80","202.75","6","1","1987-11-19 17:34:31"
"234","416","42","277.00","20","0","2000-07-10 05:11:08"
"235","1141","26","48.30","17","1","2012-06-07 22:35:11"
"236","169","86","268.29","1","1","1990-03-22 08:59:00"
"237","1570","11","276.03","19","0","1972-05-24 21:43:55"
"238","1240","46","464.48","10","1","1974-10-18 06:09:53"
"239","23","99","79.20","15","0","2008-03-10 07:32:09"
"240","932","61","189.35","13","0","2006-09-21 01:32:16"
"241","303","34","359.31","15","1","1985-10-01 00:19:18"
"242","1134","73","312.84","3","0","2019-03-10 06:32:07"
"243","1420","75","265.30","19","1","1978-06-22 04:50:20"
"244","1664","23","427.88","6","0","2019-08-31 04:17:42"
"245","96","89","118.26","4","1","1975-06-08 15:14:33"
"246","1866","67","255.90","20","0","2021-10-29 10:04:26"
"247","131","61","227.36","15","0","1971-10-21 03:43:25"
"248","62","63","189.00","13","0","2003-09-02 10:33:01"
"249","1131","32","437.45","9","0","1995-03-27 08:35:20"
"250","1515","80","180.18","12","1","1999-06-07 15:35:22"
"251","1952","89","183.20","13","1","1999-02-13 18:56:43"
"252","1410","38","127.93","16","1","1974-06-08 17:17:37"
"253","190","39","173.08","8","0","2008-07-05 12:30:08"
"254","434","96","175.66","13","1","1999-04-25 14:24:16"
"255","1174","35","295.46","20","1","2011-06-05 01:12:03"
"256","491","92","200.12","2","1","2003-12-13 07:09:24"
"257","1807","28","90.76","10","0","1980-04-13 11:14:34"
"258","1158","7","495.79","13","0","1981-10-10 19:24:09"
"259","1819","67","437.15","16","0","1994-10-29 14:41:58"
"260","1464","27","66.41","7","1","1970-07-14 02:31:50"
"261","1840","5","308.96","4","1","1978-06-23 17:06:36"
"262","1591","36","131.07","17","0","1976-10-12 05:00:33"
"263","327","22","106.16","6","0","1985-04-05 22:32:17"
"264","96","89","288.91","19","0","1999-02-05 12:33:11"
"265","1324","24","447.28","6","1","1980-08-29 16:25:35"
"266","300","69","426.91","1","1","1997-09-30 18:12:35"
"267","871","4","209.19","1","0","1973-06-30 16:10:17"
"268","922","93","133.14","4","0","2001-12-17 15:03:10"
"269","248","44","82.54","20","0","2000-12-03 06:08:57"
"270","1033","81","354.76","20","0","1992-01-15 12:21:02"
"271","936","52","404.03","5","0","1977-09-06 16:16:44"
"272","1203","41","389.91","20","1","1982-06-07 05:48:33"
"273","1956","69","474.96","7","1","1972-09-27 04:45:38"
"274","1641","50","89.33","18","0","1987-11-14 01:03:09"
"275","979","31","103.28","6","0","1982-09-24 22:06:21"
"276","1410","28","487.79","15","1","2007-09-14 09:20:56"
"277","192","81","413.29","20","1","1999-08-29 07:45:38"
"278","13","57","263.06","20","1","2005-05-04 11:47:22"
"279","686","80","419.19","20","0","2010-07-26 23:02:19"
"280","623","86","141.78","5","0","2019-10-16 19:34:06"
"281","1934","46","5.15","19","0","2017-02-17 09:01:32"
"282","778","77","116.39","4","0","2005-04-26 01:41:14"
"283","1594","28","184.64","2","1","1992-10-07 13:04:04"
"284","1352","20","162.02","17","0","1974-08-04 10:22:49"
"285","1107","42","431.60","6","0","2020-12-18 02:39:19"
"286","649","49","136.43","7","1","1970-11-06 23:23:56"
"287","899","40","48.35","16","0","1976-11-30 05:34:25"
"288","1034","0","397.53","18","1","1982-02-08 19:15:33"
"289","202","20","477.80","12","0","2004-03-02 15:00:37"
"290","223","37","95.19","11","1","2002-11-22 16:20:12"
"291","1649","68","87.52","10","0","1971-06-12 12:35:27"
"292","845","62","146.18","7","0","2007-08-03 22:57:50"
"293","1339","97","160.94","2","0","2017-10-15 16:29:38"
"294","314","22","270.05","5","0","1985-03-31 02:15:52"
"295","769","77","188.42","2","1","1991-10-10 12:59:10"
"296","1188","60","398.77","12","0","1991-02-10 10:40:39"
"297","804","0","348.97","18","0","1994-03-29 04:28:31"
"298","368","8","212.87","5","1","2006-08-10 08:34:58"
"299","1431","4","400.58","1","0","1981-08-04 11:46:18"
"300","177","61","392.70","12","1","1982-02-07 12:19:54"
"301","379","7","56.62","1","0","2017-01-05 03:04:55"
"302","622","74","297.19","20","1","2005-07-31 18:26:07"
"303","1382","77","224.52","1","0","2010-06-29 07:23:38"
"304","1927","37","404.80","2","0","1986-11-29 02:48:06"
"305","1891","68","167.89","17","0","1998-03-06 06:07:49"
"306","1465","93","99.50","19","1","1973-01-03 23:10:14"
"307","1435","99","332.22","4","0","2010-05-03 15:21:34"
"308","1228","56","170.02","16","0","2019-11-22 18:11:44"
"309","414","14","37.64","16","1","2000-12-23 06:24:27"
"310","284","1","473.17","4","1","2007-05-15 14:19:50"
"311","454","23","422.29","13","0","1990-09-26 16:34:05"
"312","162","0","217.50","12","0","1979-05-27 03:59:43"
"313","1612","57","109.33","5","0","2011-08-04 02:37:35"
"314","174","99","344.09","2","0","2014-02-16 13:09:58"
"315","413","82","392.15","7","0","1980-01-19 21:04:37"
"316","1335","26","395.78","2","1","2014-04-09 10:33:11"
"317","174","45","273.97","9","0","2020-07-24 11:01:33"
"318","674","45","209.21","10","0","1975-02-02 20:36:00"
"319","1141","68","214.30","1","1","2003-12-07 13:42:11"
"320","332","99","68.65","16","0","2018-01-25 10:35:33"
"321","1812","10","257.12","2","1","1992-02-23 20:33:43"
"322","1245","17","152.12","5","0","2005-09-06 04:59:44"
"323","721","99","201.61","6","1","2012-08-29 01:55:51"
"324","1740","42","328.30","13","0","1985-06-09 07:40:45"
"325","1254","72","96.36","19","1","1986-03-14 07:47:40"
"326","1290","86","494.65","1","0","1995-10-12 02:32:05"
"327","716","21","464.47","13","0","1978-08-22 00:33:37"
"328","1201","37","97.84","16","0","2010-11-19 17:48:39"
"329","1954","70","41.32","2","1","1979-09-28 13:10:13"
"330","877","67","49.55","14","0","1993-06-08 21:40:31"
"331","729","47","354.37","11","1","2004-09-10 03:02:45"
"332","926","16","139.74","7","0","2019-02-18 19:51:47"
"333","1437","53","277.22","17","1","2015-06-25 15:14:56"
"334","302","68","11.48","3","1","2008-04-30 10:41:38"
"335","1005","99","250.39","13","1","1975-09-24 15:21:23"
"336","1300","44","187.42","13","1","1992-09-19 05:19:10"
"337","1092","85","38.05","9","0","2000-09-17 10:28:15"
"338","1011","64","219.86","2","0","2000-06-10 05:36:24"
"339","1348","58","88.50","11","1","1990-09-30 14:08:16"
"340","110","48","406.42","6","1","2010-02-21 22:03:35"
"341","239","28","39.29","1","1","1987-04-26 17:24:36"
"342","385","12","111.81","7","0","1983-03-16 09:37:40"
"343","1290","86","210.04","9","1","1990-09-19 18:34:08"
"344","625","47","126.20","2","0","1988-11-05 07:49:40"
"345","762","27","373.94","18","1","1989-09-05 08:56:22"
"346","686","80","173.35","7","0","1980-06-05 18:45:50"
"347","659","97","298.12","14","0","2020-10-01 04:25:54"
"348","755","72","454.02","15","0","2017-03-15 13:41:26"
"349","34","65","485.85","13","0","1993-07-11 06:06:22"
"350","1337","81","85.44","20","0","2008-10-10 09:54:41"
"351","583","61","324.41","4","0","2013-08-12 14:44:47"
"352","813","35","279.64","4","1","1981-10-08 17:44:21"
"353","274","13","438.69","12","0","1980-10-13 03:09:24"
"354","742","10","264.28","3","0","1997-11-30 04:30:37"
"355","863","24","156.86","15","1","1976-07-28 03:38:32"
"356","561","28","377.43","8","0","1991-03-03 04:51:40"
"357","1660","36","61.84","9","0","1990-01-21 17:54:45"
"358","761","33","298.95","7","0","2007-01-17 01:49:30"
"359","665","17","187.15","19","1","1984-07-09 16:32:29"
"360","1160","81","344.67","20","0","1989-06-02 10:01:04"
"361","280","35","202.46","7","0","1987-04-26 18:20:21"
"362","47","90","127.42","20","0","1977-03-09 00:25:30"
"363","286","17","147.03","9","0","1993-04-21 08:51:59"
"364","721","54","83.68","12","0","2009-11-11 20:22:06"
"365","713","35","28.45","8","1","2010-09-20 09:30:27"
"366","1382","46","19.12","7","1","2001-09-11 03:21:12"
"367","1905","14","331.37","16","0","2015-12-30 06:13:49"
"368","8","80","365.81","7","0","1973-08-12 16:39:18"
"369","888","18","198.50","11","0","1991-06-17 04:50:05"
"370","262","87","374.04","2","1","1979-02-24 15:11:29"
"371","1207","87","119.07","20","1","2000-12-17 15:43:55"
"372","1902","37","230.92","5","0","1990-06-14 01:37:20"
"373","1283","0","58.66","15","1","2020-09-09 23:55:55"
"374","424","71","31.31","12","1","1974-02-11 14:21:48"
"375","202","20","55.22","10","1","2014-10-27 23:28:27"
"376","459","26","204.35","18","1","1984-05-10 04:19:19"
"377","1180","2","159.61","8","1","1974-09-29 23:46:47"
"378","641","64","284.10","20","0","1981-09-16 05:25:00"
"379","1410","38","80.25","1","1","1996-09-21 10:44:42"
"380","614","40","90.98","15","0","1975-10-01 07:02:23"
"381","376","91","344.51","11","0","2017-07-16 10:38:13"
"382","322","26","140.80","8","0","1998-06-21 06:45:54"
"383","1538","33","421.89","20","1","2018-04-16 11:10:52"
"384","616","20","197.24","15","0","2011-10-05 04:58:00"
"385","1365","91","178.63","8","1","2013-10-11 09:41:42"
"386","20","2","231.09","19","1","2012-03-01 20:55:24"
"387","532","3","48.06","18","1","1993-06-09 07:24:56"
"388","590","54","191.12","20","0","2015-06-03 11:33:51"
"389","1671","94","174.04","7","1","1987-11-11 03:21:23"
"390","1215","38","405.06","9","0","1970-04-03 11:14:03"
"391","1718","61","47.14","5","0","1997-10-24 13:08:31"
"392","78","44","424.66","10","1","1974-01-13 21:28:38"
"393","729","98","134.54","12","1","1981-06-22 06:38:48"
"394","255","24","14.18","12","0","2002-01-06 16:17:01"
"395","1523","27","495.38","1","1","2016-08-08 07:31:30"
"396","1167","41","362.50","4","1","2015-12-23 14:06:09"
"397","922","93","38.26","2","0","1979-05-04 08:21:16"
"398","39","16","227.90","17","0","1974-09-07 06:50:11"
"399","1432","54","76.70","1","1","2018-03-21 02:52:35"
"400","556","74","62.46","5","0","2020-07-12 08:33:26"
"401","1167","27","115.55","2","1","2000-02-03 06:26:45"
"402","935","29","57.62","13","0","2017-03-15 21:57:30"
"403","860","25","366.43","1","0","2002-08-18 22:00:09"
"404","866","18","413.67","15","1","2009-06-06 17:05:16"
"405","739","44","315.35","17","1","2004-01-23 12:56:06"
"406","313","15","196.28","4","0","1997-08-10 13:25:14"
"407","25","14","195.85","13","0","1977-06-24 16:01:08"
"408","1339","3","46.14","8","0","1984-08-08 16:24:06"
"409","1301","31","152.49","2","1","1991-11-17 12:08:20"
"410","1780","85","285.86","3","1","1996-05-18 22:29:11"
"411","724","69","102.17","5","1","1995-08-12 08:07:41"
"412","1983","7","169.18","5","1","1994-08-29 10:23:51"
"413","1319","68","360.91","18","1","1988-04-23 06:06:54"
"414","1431","0","261.03","7","0","1982-04-18 21:58:52"
"415","817","29","200.10","16","1","1973-07-30 01:58:46"
"416","1409","26","452.06","1","1","1979-10-03 21:12:55"
"417","703","55","227.19","20","1","2003-03-04 06:57:20"
"418","1591","36","63.64","12","0","1991-10-01 14:59:21"
"419","1961","43","86.99","20","0","1978-12-10 06:34:38"
"420","804","90","359.05","10","0","1994-10-27 00:54:44"
"421","1767","25","113.30","18","1","2006-05-09 12:21:59"
"422","265","6","441.65","1","0","1973-08-11 07:36:44"
"423","414","86","132.99","8","0","2007-09-05 15:27:21"
"424","258","12","355.02","3","0","1984-04-24 13:49:14"
"425","1843","48","392.91","12","0","1984-07-24 05:38:58"
"426","891","52","246.92","5","1","1994-11-28 19:47:44"
"427","1558","95","158.36","20","1","1971-04-10 15:16:32"
"428","370","13","407.30","20","0","1995-07-07 14:35:59"
"429","852","60","437.95","4","1","1979-01-25 18:52:45"
"430","273","53","82.25","19","0","2019-12-19 02:34:55"
"431","1983","66","137.09","2","0","2001-02-01 02:27:49"
"432","1649","11","144.92","9","1","1995-04-10 23:06:17"
"433","1867","92","33.85","5","0","1973-09-27 15:26:02"
"434","314","81","411.24","5","0","1983-09-06 20:56:46"
"435","1266","40","485.75","12","1","1982-10-20 12:09:01"
"436","1664","5","360.09","4","0","1978-11-07 07:18:21"
"437","229","92","435.68","4","0","1999-02-06 07:27:31"
"438","966","53","97.68","17","0","1980-02-02 17:04:27"
"439","1916","33","284.36","11","0","1980-01-22 00:23:11"
"440","870","58","384.05","16","0","1978-05-09 22:14:21"
"441","1501","84","247.94","9","1","1993-12-02 19:05:18"
"442","866","18","162.18","20","1","1981-03-26 20:59:53"
"443","1622","91","27.70","4","1","1994-02-13 17:34:03"
"444","1420","82","236.39","2","0","1986-11-10 04:21:20"
"445","343","6","60.52","14","0","1975-09-18 00:01:48"
"446","1866","67","294.86","1","0","2007-11-17 05:37:06"
"447","247","3","343.86","5","1","2005-08-11 08:50:54"
"448","549","26","157.50","10","1","1993-09-24 16:55:24"
"449","1878","93","362.16","11","1","1977-11-18 12:05:25"
"450","1541","33","172.36","2","1","2008-06-19 02:26:53"
"451","1036","29","482.40","9","1","2014-01-12 16:25:36"
"452","282","44","367.92","5","0","2011-08-21 17:24:45"
"453","357","23","29.44","18","1","1972-01-14 11:51:30"
"454","1902","81","475.25","11","0","1993-04-07 23:20:01"
"455","1888","91","352.98","15","1","2006-07-29 05:11:42"
"456","1272","7","252.63","11","1","1983-08-23 02:26:08"
"457","165","80","292.96","16","1","1976-01-15 18:25:18"
"458","1972","70","138.64","3","0","1995-12-16 23:59:27"
"459","934","57","98.45","13","0","1987-10-25 09:04:06"
"460","921","51","32.30","4","0","2011-04-01 05:33:23"
"461","313","56","305.76","9","0","2002-02-13 08:38:24"
"462","1419","98","435.40","1","0","2016-11-22 03:21:26"
"463","844","78","304.57","15","0","2009-10-04 02:53:33"
"464","1850","19","286.27","4","0","1993-10-25 17:12:45"
"465","1408","35","187.59","16","1","1991-10-18 17:50:06"
"466","1304","95","460.10","15","0","1997-08-05 02:29:13"
"467","460","33","78.04","3","1","2019-09-16 09:58:45"
"468","221","72","131.74","7","0","1995-06-03 13:49:20"
"469","778","73","52.91","3","1","2008-03-17 01:07:56"
"470","1680","27","93.83","17","0","2007-08-25 20:24:59"
"471","1793","34","100.66","20","0","1985-12-28 13:13:43"
"472","4","89","306.13","10","0","2015-06-13 03:54:39"
"473","1546","1","63.90","3","0","1982-11-05 13:32:09"
"474","485","80","441.34","16","1","1990-01-15 12:09:44"
